year,country,occ,occ_dp,move,comm,comm_t,phys,skill,age,family,mwage,uwage,pwage,pwage_r,bwage,bwage_r,hours,temp,cond_l,cond_c,strike,relig,othwork,iap,attend,freq,proof,firsan,firsan_d,firsan_r,secsan,secsan_d,secsan_r,thirsan,thirsan_d,thirsan_r,fursan,fursan_d,fursan_r,volsan,volsan_d,volsan_r,attsan,attsan_d,attsan_r,actsan,actsan_d,actsan_r,cntry,occup,wage,oth,jsr,vol,ref,rep,fail,conditionality,conditions,sanctions
1980,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1981,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1982,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1983,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1984,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1985,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,,,,Australia,5,4,3,4,4,4,1,0,.5,.66666669,.375
1986,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,12,1,,,,,,,,,,0,12,1,999,,1,0,12,1,Australia,5,4,3,4,4,4,1,5,.62360954,.66666669,.58333331
1987,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,2,1,0,4,1,0,6,1,0,12,1,0,2,1,999,,1,0,2,1,Australia,5,4,3,4,1,2,5,2,.52704626,.66666669,.41666666
1988,Australia,Permitted period,6,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,2,1,0,4,1,0,6,1,0,12,1,0,2,1,999,,1,0,2,1,Australia,5,4,3,4,1,2,5,2,.52704626,.66666669,.41666666
1989,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,2,1,0,4,1,0,6,1,0,12,1,0,2,1,999,,1,0,2,1,Australia,6,4,3,4,1,2,5,2,.54326689,.70833331,.41666666
1990,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,0,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,3,4,1,2,6,2,.56978309,.70833331,.45833334
1991,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,3,5,1,2,6,2,.58630198,.75,.45833334
1992,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,3,5,1,2,6,2,.58630198,.75,.45833334
1993,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,3,5,1,2,6,2,.58630198,.75,.45833334
1994,Australia,No right to refuse,0,,1,3,1,1,1,0,1,1,0,.a,0,.a,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,4,5,2,2,6,2,.62915289,.79166669,.5
1995,Australia,No right to refuse,0,,1,3,1,1,1,0,1,1,0,.a,0,.a,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,2,1,0,2,1,Australia,6,4,4,5,2,2,6,2,.62915289,.79166669,.5
1996,Australia,No right to refuse,0,,1,3,1,1,1,0,1,1,0,.a,0,.a,0,0,0,1,0,0,0,2,1,2,1,0,2,1,0,8,1,0,14,1,1,,1,0,2,1,0,13,.16,0,13,.16,Australia,6,4,4,6,2,2,6,2,.6454972,.83333331,.5
1997,Australia,No right to refuse,0,,1,3,1,1,1,0,1,1,0,.a,0,.a,0,0,0,1,0,0,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,4,6,1,3,4,2,.58925563,.83333331,.41666666
1998,Australia,No right to refuse,0,,1,3,1,1,1,0,1,1,0,.a,0,.a,0,0,0,1,0,0,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,4,6,1,3,4,2,.58925563,.83333331,.41666666
1999,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,0,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2000,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,1,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2001,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,1,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2002,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,1,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2003,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,1,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2004,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,0,1,0,1,0,2,1,2,1,0,26,.18,0,26,.24,0,8,1,0,8,1,0,26,.18,0,13,.16,0,13,.16,Australia,6,4,3,6,1,3,4,2,.57433534,.79166669,.41666666
2005,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,0,13,.16,0,13,.16,Australia,6,4,3,6,2,3,1,2,.51370114,.79166669,.33333334
2006,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,0,13,.16,0,13,.16,Australia,6,4,3,6,2,3,1,2,.51370114,.79166669,.33333334
2007,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,0,13,.16,0,13,.16,Australia,6,4,3,6,2,3,1,2,.51370114,.79166669,.33333334
2008,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,0,13,.16,0,13,.16,Australia,6,4,3,6,2,3,1,2,.51370114,.79166669,.33333334
2009,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,999,,1,999,,1,Australia,6,4,3,6,2,3,1,1,.48052344,.79166669,.29166666
2010,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,999,,1,999,,1,Australia,6,4,3,6,2,3,1,1,.48052344,.79166669,.29166666
2011,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,999,,1,999,,1,Australia,6,4,3,6,2,3,1,1,.48052344,.79166669,.29166666
2012,Australia,No right to refuse,0,,1,3,1,1,1,1,1,1,0,.a,0,.a,0,0,1,0,0,1,0,2,1,2,1,0,8,1,,,,,,,,,,0,8,1,999,,1,999,,1,Australia,6,4,3,6,2,3,1,1,.48052344,.79166669,.29166666
1980,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1981,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1982,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1983,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1984,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1985,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1986,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1987,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1988,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,0,1,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1989,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,999,,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1990,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,999,,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1991,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,999,,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1992,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,,,,,,,,,,0,4,1,999,,1,,,,Austria,0,1,4,3,1,2,1,0,.23570226,.33333334,.16666667
1993,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,0,6,1,0,8,1,0,8,1,0,4,1,999,,1,0,4,1,Austria,0,1,4,3,1,2,5,3,.39086798,.33333334,.45833334
1994,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,0,6,1,0,8,1,0,8,1,0,4,1,999,,1,0,4,1,Austria,0,1,4,3,1,2,5,3,.39086798,.33333334,.45833334
1995,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,4,1,0,6,1,0,8,1,0,8,1,0,4,1,999,,1,0,4,1,Austria,0,1,4,3,1,2,5,3,.39086798,.33333334,.45833334
1996,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,3,1,3,5,3,.40824831,.33333334,.5
1997,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,3,1,3,5,3,.40824831,.33333334,.5
1998,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,3,1,3,5,3,.40824831,.33333334,.5
1999,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,3,1,3,5,3,.40824831,.33333334,.5
2000,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,4,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,3,1,3,5,3,.40824831,.33333334,.5
2001,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,4,1,3,5,3,.43301269,.375,.5
2002,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,4,1,3,5,3,.43301269,.375,.5
2003,Austria,Unlimited protection,.a,1,1,,1,0,0,1,0,1,0,.a,0,.a,0,0,0,0,1,1,0,0,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,0,1,4,4,1,3,5,3,.43301269,.375,.5
2004,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2005,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2006,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2007,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2008,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2009,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2010,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,2,4,6,1,3,5,3,.57735026,.66666669,.5
2011,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,0,4,6,1,3,5,3,.54006171,.58333331,.5
2012,Austria,Permitted period,14.3,1,1,2,1,0,0,1,1,0,1,.8,0,.a,0,0,0,0,1,1,0,2,1,1,1,0,6,1,0,8,1,0,8,1,0,8,1,0,4,1,999,,1,0,6,1,Austria,4,0,4,6,1,3,5,3,.54006171,.58333331,.5
1980,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1981,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1982,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1983,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1984,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1985,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1986,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1987,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1988,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1989,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1990,Belgium,Permitted period,12,,1,4,1,0,1,0,1,0,0,.a,0,.a,0,0,0,0,0,1,0,,,,0,0,13,1,0,26,1,,,,,,,0,13,1,,,,,,,Belgium,4,5,4,0,4,4,4,0,.5204165,.54166669,.5
1991,Belgium,Permitted period,24,,1,4,0,0,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,,1,,0,0,26,1,0,26,1,1,.a,1,,,,0,26,1,,,,,,,Belgium,3,2,4,0,5,5,6,0,.5,.375,.66666669
1992,Belgium,Permitted period,24,,1,4,0,0,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,4,1,5,5,6,0,.52704626,.41666666,.66666669
1993,Belgium,Permitted period,24,,1,4,0,0,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,4,1,5,5,6,0,.52704626,.41666666,.66666669
1994,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
1995,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
1996,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
1997,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
1998,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
1999,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
2000,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
2001,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
2002,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
2003,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,,0,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,,,,Belgium,3,2,3,1,5,5,6,0,.5,.375,.66666669
2004,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2005,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2006,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2007,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2008,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2009,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2010,Belgium,Permitted period,24,1,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,3,2,3,2,5,5,6,0,.52704626,.41666666,.66666669
2011,Belgium,Permitted period,20,,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,4,,3,2,5,5,6,0,,,.66666669
2012,Belgium,Permitted period,20,,1,4,1,1,1,0,1,0,0,.a,1,1,0,0,1,1,0,0,0,1,1,84,1,0,52,1,0,52,1,1,.a,1,,,,0,52,1,0,52,1,0,0,0,Belgium,4,,3,2,5,5,6,0,,,.66666669
1980,Canada,Permitted period,,,,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,,0,6,1,,,,,,,,,,0,6,1,0,6,1,,,,Canada,1,0,5,0,2,3,1,0,.25,.25,.25
1981,Canada,Permitted period,,,,,0,0,0,0,1,1,1,1,0,.a,0,0,0,1,1,0,0,0,1,,,0,6,1,,,,,,,,,,0,6,1,0,6,1,,,,Canada,1,0,5,0,2,3,1,0,.25,.25,.25
